Order ID,Kode Minuman,Jumlah,Tanggal Order,Harga Satuan,Ukuran
O01133,P005,5,12/18/2024,8000,Regular
O01133,P007,7,2/27/2024,10000,Small
O01133,P007,10,6/2/2024,10000,Small
O01134,P006,8,6/6/2024,12000,Regular
O01135,P006,7,9/3/2024,12000,Regular
O01135,P006,6,7/12/2024,14000,Large
O01135,P008,9,10/25/2024,12000,Regular
O01135,P004,3,3/16/2024,8000,Regular
O01136,P006,3,2/16/2024,14000,Large
O01136,P007,7,2/21/2024,12000,Regular
O01136,P008,4,3/6/2024,14000,Large
O01137,P004,3,6/3/2024,8000,Regular
O01137,P006,1,5/9/2024,10000,Small
O01137,P004,10,9/18/2024,6000,Small
O01137,P007,2,11/22/2024,14000,Large
O01137,P006,5,7/24/2024,12000,Regular
O01137,P006,4,12/13/2024,10000,Small
O01137,P005,3,5/31/2024,6000,Small
O01138,P002,5,3/8/2024,7000,Regular
O01138,P008,4,2/7/2024,14000,Large
O01139,P002,4,9/21/2024,7000,Regular
O01139,P002,2,5/1/2024,9000,Large
O01140,P003,5,6/15/2024,8000,Regular
O01141,P007,5,3/24/2024,10000,Small
O01141,P005,9,3/31/2024,8000,Regular
O01141,P003,10,6/15/2024,6000,Small
O01141,P003,2,2/17/2024,6000,Small
O01141,P007,5,3/25/2024,12000,Regular
O01141,P004,8,6/2/2024,10000,Large
O01142,P006,6,5/19/2024,10000,Small
O01142,P005,9,4/2/2024,6000,Small
O01142,P003,3,9/14/2024,10000,Large
O01142,P001,4,1/25/2024,7000,Large
O01142,P003,10,3/24/2024,10000,Large
O01142,P001,2,11/18/2024,5000,Regular
O01142,P007,8,5/24/2024,10000,Small
O01143,P007,2,6/27/2024,14000,Large
O01143,P002,9,1/28/2024,7000,Regular
O01143,P003,4,8/28/2024,8000,Regular
O01143,P008,8,5/11/2024,12000,Regular
O01144,P007,6,10/21/2024,14000,Large
O01144,P006,10,5/12/2024,12000,Regular
O01144,P001,3,8/19/2024,3000,Small
O01144,P008,3,3/22/2024,12000,Regular
O01144,P007,3,10/1/2024,14000,Large
O01144,P005,4,6/1/2024,6000,Small
O01144,P004,9,6/6/2024,8000,Regular
O01145,P002,7,3/11/2024,7000,Regular
O01145,P008,3,12/27/2024,12000,Regular
O01146,P002,4,10/30/2024,9000,Large
O01146,P006,4,9/28/2024,14000,Large
O01146,P005,5,11/27/2024,10000,Large
O01147,P003,2,2/18/2024,6000,Small
O01148,P002,5,6/14/2024,7000,Regular
O01148,P008,6,2/27/2024,14000,Large
O01148,P003,1,6/1/2024,6000,Small
O01148,P005,9,3/22/2024,6000,Small
O01148,P003,7,10/18/2024,6000,Small
O01148,P003,9,10/22/2024,8000,Regular
O01149,P006,9,2/17/2024,10000,Small
O01149,P004,5,2/8/2024,6000,Small
O01150,P001,1,1/4/2024,3000,Small
O01150,P003,5,9/4/2024,6000,Small
O01151,P001,9,6/22/2024,5000,Regular
O01151,P005,10,2/19/2024,10000,Large
O01151,P007,9,6/11/2024,10000,Small
O01151,P002,9,12/17/2024,7000,Regular
O01151,P003,8,1/20/2024,6000,Small
O01151,P002,1,8/28/2024,9000,Large
O01151,P008,6,4/18/2024,10000,Small
O01152,P005,2,6/14/2024,6000,Small
O01152,P006,3,5/7/2024,10000,Small
O01152,P003,5,4/5/2024,8000,Regular
O01153,P006,2,5/22/2024,12000,Regular
O01153,P007,10,6/4/2024,10000,Small
O01153,P008,4,5/1/2024,12000,Regular
O01153,P003,9,4/2/2024,6000,Small
O01153,P001,7,8/28/2024,5000,Regular
O01153,P005,2,9/26/2024,6000,Small
O01154,P008,10,8/28/2024,14000,Large
O01154,P007,6,11/16/2024,10000,Small
O01154,P005,10,1/12/2024,8000,Regular
O01154,P002,1,5/16/2024,5000,Small
O01154,P007,1,11/5/2024,12000,Regular
O01155,P004,5,7/23/2024,10000,Large
O01155,P003,8,6/25/2024,6000,Small
O01155,P008,3,6/12/2024,10000,Small
O01155,P004,1,1/14/2024,6000,Small
O01156,P008,2,8/28/2024,12000,Regular
O01156,P004,7,7/1/2024,8000,Regular
O01157,P006,3,10/2/2024,10000,Small
O01157,P006,7,12/10/2024,10000,Small
O01157,P003,8,8/18/2024,10000,Large
O01158,P003,9,10/1/2024,8000,Regular
O01158,P004,1,10/15/2024,10000,Large
O01158,P005,1,9/11/2024,10000,Large
O01159,P007,6,12/9/2024,12000,Regular
O01160,P003,6,11/21/2024,6000,Small
O01160,P005,6,7/18/2024,6000,Small
O01161,P002,9,7/25/2024,7000,Regular
O01161,P003,1,6/3/2024,6000,Small
O01161,P005,9,4/10/2024,6000,Small
O01161,P006,2,9/28/2024,12000,Regular
O01162,P002,9,6/16/2024,5000,Small
O01163,P002,7,6/25/2024,9000,Large
O01163,P006,4,4/17/2024,12000,Regular
O01163,P003,7,2/25/2024,10000,Large
O01164,P001,9,3/19/2024,5000,Regular
O01164,P008,4,10/28/2024,14000,Large
O01165,P006,10,2/20/2024,14000,Large
O01165,P005,10,10/20/2024,10000,Large
O01165,P003,8,6/9/2024,10000,Large
O01165,P007,10,4/15/2024,12000,Regular
O01165,P003,6,10/30/2024,10000,Large
O01166,P003,8,10/1/2024,10000,Large
O01167,P003,6,5/24/2024,8000,Regular
O01167,P006,1,5/29/2024,12000,Regular
O01167,P005,7,3/17/2024,10000,Large
O01168,P001,3,9/19/2024,5000,Regular
O01168,P006,7,3/11/2024,14000,Large
O01168,P004,9,5/24/2024,10000,Large
O01168,P008,5,12/18/2024,14000,Large
O01168,P005,5,11/18/2024,6000,Small
O01169,P008,10,12/19/2024,14000,Large
O01169,P007,3,10/22/2024,12000,Regular
O01169,P008,9,2/19/2024,12000,Regular
O01169,P007,7,11/3/2024,14000,Large
O01169,P003,4,5/24/2024,10000,Large
O01170,P003,2,2/13/2024,10000,Large
O01170,P002,8,11/22/2024,7000,Regular
O01170,P001,4,8/3/2024,3000,Small
O01171,P001,8,7/14/2024,5000,Regular
O01171,P001,5,9/10/2024,5000,Regular
O01171,P004,5,6/23/2024,8000,Regular
O01171,P001,8,1/17/2024,7000,Large
O01172,P005,8,8/29/2024,8000,Regular
O01172,P006,4,4/29/2024,14000,Large
O01172,P008,7,6/3/2024,10000,Small
O01172,P008,10,5/4/2024,14000,Large
O01173,P005,8,4/26/2024,8000,Regular
O01173,P001,2,6/6/2024,3000,Small
O01175,P008,9,8/16/2024,10000,Small
O01175,P005,9,10/9/2024,8000,Regular
O01176,P007,6,7/20/2024,14000,Large
O01177,P008,10,6/22/2024,10000,Small
O01177,P006,3,12/26/2024,12000,Regular
O01177,P003,9,9/16/2024,6000,Small
O01177,P001,7,8/1/2024,7000,Large
O01178,P001,8,10/20/2024,5000,Regular
O01178,P001,1,6/3/2024,5000,Regular
O01178,P003,8,2/10/2024,6000,Small
O01178,P008,5,12/17/2024,10000,Small
O01178,P006,5,3/23/2024,12000,Regular
O01178,P003,4,10/6/2024,8000,Regular
O01179,P003,6,10/16/2024,10000,Large
O01179,P004,8,1/4/2024,10000,Large
O01180,P001,5,11/2/2024,5000,Regular
O01180,P005,9,8/27/2024,10000,Large
O01180,P003,3,10/21/2024,8000,Regular
O01180,P008,8,2/5/2024,10000,Small
O01180,P002,8,3/22/2024,5000,Small
O01181,P007,4,5/16/2024,14000,Large
O01181,P001,5,4/14/2024,7000,Large
O01181,P004,9,7/18/2024,10000,Large
O01181,P005,9,5/31/2024,10000,Large
O01182,P001,8,9/1/2024,7000,Large
O01182,P006,4,10/3/2024,10000,Small
O01183,P008,10,12/7/2024,14000,Large
O01183,P004,7,1/22/2024,8000,Regular
O01183,P007,8,9/21/2024,12000,Regular
O01184,P006,2,11/29/2024,10000,Small
O01184,P006,7,3/15/2024,12000,Regular
O01184,P006,9,2/28/2024,10000,Small
O01185,P005,10,8/7/2024,10000,Large
O01185,P002,7,2/26/2024,7000,Regular
O01185,P004,6,2/28/2024,8000,Regular
O01185,P001,5,6/7/2024,5000,Regular
O01185,P008,10,11/3/2024,12000,Regular
O01185,P003,4,8/12/2024,6000,Small
O01185,P008,3,4/20/2024,12000,Regular
O01185,P006,1,9/11/2024,10000,Small
O01185,P004,3,1/9/2024,8000,Regular
O01186,P002,3,5/27/2024,7000,Regular
O01186,P003,10,10/11/2024,10000,Large
O01186,P007,8,7/8/2024,10000,Small
O01187,P005,7,11/22/2024,10000,Large
O01187,P007,3,4/24/2024,14000,Large
O01187,P002,3,5/21/2024,5000,Small
O01187,P004,4,4/7/2024,10000,Large
O01187,P004,5,3/24/2024,6000,Small
O01188,P007,1,5/9/2024,14000,Large
O01188,P006,8,6/6/2024,10000,Small
O01188,P005,4,12/8/2024,8000,Regular
O01189,P004,2,8/18/2024,8000,Regular
O01189,P004,5,5/15/2024,8000,Regular
O01189,P008,2,8/1/2024,12000,Regular
O01190,P004,1,12/3/2024,6000,Small
O01190,P003,6,8/20/2024,10000,Large
O01190,P007,5,8/3/2024,10000,Small
O01191,P006,1,8/20/2024,14000,Large
O01191,P004,5,3/17/2024,10000,Large
O01191,P008,7,4/21/2024,10000,Small
O01192,P001,7,3/9/2024,3000,Small
O01192,P007,8,1/25/2024,14000,Large
O01192,P004,6,6/8/2024,6000,Small
O01192,P006,10,11/29/2024,12000,Regular
O01192,P004,9,4/7/2024,10000,Large
O01192,P007,9,7/25/2024,14000,Large
O01193,P003,8,9/19/2024,6000,Small
O01194,P004,3,3/16/2024,6000,Small
O01194,P005,1,1/13/2024,6000,Small
O01195,P007,4,8/20/2024,12000,Regular
O01195,P005,1,12/19/2024,10000,Large
O01196,P003,8,2/4/2024,10000,Large
O01196,P002,5,10/18/2024,5000,Small
O01196,P007,4,7/19/2024,12000,Regular
O01196,P005,3,1/2/2024,6000,Small
O01196,P007,8,1/6/2024,14000,Large
O01197,P001,2,12/22/2024,3000,Small
O01197,P007,4,6/5/2024,14000,Large
O01197,P008,10,2/20/2024,14000,Large
O01197,P005,9,7/10/2024,8000,Regular
O01198,P001,10,3/30/2024,7000,Large
O01199,P004,2,11/7/2024,8000,Regular
O01199,P002,7,8/30/2024,7000,Regular
O01199,P004,9,1/3/2024,8000,Regular
O01200,P002,5,4/11/2024,5000,Small
O01200,P005,1,6/24/2024,10000,Large
O01200,P002,6,7/29/2024,5000,Small
O01201,P005,2,10/11/2024,10000,Large
O01202,P007,8,11/2/2024,10000,Small
O01202,P002,2,7/14/2024,7000,Regular
O01202,P001,8,8/23/2024,3000,Small
O01202,P004,7,4/6/2024,8000,Regular
O01202,P004,5,2/13/2024,8000,Regular
O01202,P003,6,5/19/2024,6000,Small
O01202,P003,3,6/4/2024,10000,Large
O01203,P004,6,10/13/2024,8000,Regular
O01203,P004,7,6/29/2024,10000,Large
O01203,P008,5,3/14/2024,14000,Large
O01204,P005,5,11/10/2024,6000,Small
O01204,P005,3,4/5/2024,6000,Small
O01204,P006,7,4/18/2024,10000,Small
O01205,P001,3,4/24/2024,5000,Regular
O01206,P004,9,12/1/2024,8000,Regular
O01206,P006,3,12/9/2024,12000,Regular
O01206,P006,8,11/5/2024,12000,Regular
O01206,P001,9,3/19/2024,7000,Large
O01206,P002,6,12/18/2024,5000,Small
O01206,P001,8,2/25/2024,5000,Regular
O01206,P002,6,7/22/2024,5000,Small
O01207,P007,5,2/23/2024,14000,Large
O01207,P007,7,12/13/2024,12000,Regular
O01207,P001,3,11/20/2024,5000,Regular
O01208,P008,8,12/18/2024,10000,Small
O01208,P003,3,2/10/2024,6000,Small
O01208,P006,9,9/14/2024,12000,Regular
O01209,P001,7,12/26/2024,3000,Small
O01209,P005,2,8/9/2024,8000,Regular
O01209,P002,4,2/7/2024,5000,Small
O01210,P002,1,2/5/2024,9000,Large
O01210,P008,9,9/9/2024,14000,Large
O01211,P001,4,7/29/2024,5000,Regular
O01212,P006,8,4/18/2024,14000,Large
O01212,P008,5,8/3/2024,10000,Small
O01212,P003,1,5/1/2024,10000,Large
O01212,P003,8,4/12/2024,8000,Regular
O01212,P005,3,3/21/2024,6000,Small
O01213,P005,2,2/10/2024,8000,Regular
O01214,P002,9,7/11/2024,7000,Regular
O01214,P004,1,12/8/2024,6000,Small
O01214,P002,10,8/27/2024,5000,Small
O01215,P006,2,9/27/2024,14000,Large
O01215,P008,6,9/2/2024,10000,Small
O01215,P001,2,5/22/2024,3000,Small
O01216,P004,6,4/18/2024,10000,Large
O01216,P007,8,7/23/2024,12000,Regular
O01216,P005,2,6/24/2024,6000,Small
O01217,P002,10,11/26/2024,7000,Regular
O01217,P003,3,11/20/2024,10000,Large
O01217,P004,8,1/1/2024,10000,Large
O01218,P007,9,9/28/2024,12000,Regular
O01218,P004,10,11/5/2024,6000,Small
O01219,P007,3,7/31/2024,14000,Large
O01219,P005,6,7/20/2024,8000,Regular
O01219,P006,8,5/19/2024,12000,Regular
O01219,P007,9,4/18/2024,12000,Regular
O01220,P005,9,3/16/2024,8000,Regular
O01220,P008,9,11/18/2024,10000,Small
O01220,P004,1,3/9/2024,10000,Large
O01220,P005,10,7/7/2024,10000,Large
O01220,P001,2,7/1/2024,7000,Large
O01222,P004,10,1/9/2024,10000,Large
O01223,P004,5,9/23/2024,10000,Large
O01223,P005,4,4/11/2024,6000,Small
O01224,P002,4,9/13/2024,5000,Small
O01224,P001,8,3/27/2024,7000,Large
O01225,P007,1,8/20/2024,14000,Large
O01225,P003,1,9/4/2024,8000,Regular
O01225,P003,8,1/5/2024,10000,Large
O01225,P006,2,6/26/2024,14000,Large
O01225,P007,10,6/18/2024,14000,Large
O01226,P006,4,2/25/2024,14000,Large
O01226,P008,2,6/16/2024,10000,Small
O01226,P006,7,5/22/2024,14000,Large
O01227,P001,1,2/5/2024,5000,Regular
O01227,P006,5,10/19/2024,10000,Small
O01228,P005,3,7/4/2024,6000,Small
O01228,P008,8,2/27/2024,12000,Regular
O01228,P002,5,12/30/2024,9000,Large
O01228,P008,4,10/21/2024,14000,Large
O01228,P001,3,7/19/2024,5000,Regular
O01229,P004,8,4/23/2024,10000,Large
O01229,P006,8,8/31/2024,14000,Large
O01229,P003,2,8/10/2024,8000,Regular
O01230,P001,6,8/25/2024,7000,Large
O01230,P007,8,1/11/2024,10000,Small
O01230,P008,10,6/16/2024,12000,Regular
O01231,P005,1,12/3/2024,10000,Large
O01231,P005,5,10/20/2024,6000,Small
O01231,P001,4,6/28/2024,7000,Large
O01231,P002,8,7/21/2024,9000,Large
O01231,P007,2,1/29/2024,12000,Regular
O01231,P008,6,9/18/2024,14000,Large
O01231,P003,8,8/25/2024,8000,Regular
O01232,P007,9,6/16/2024,12000,Regular
O01233,P005,9,5/17/2024,8000,Regular
O01233,P008,5,2/17/2024,14000,Large
O01234,P002,9,9/30/2024,5000,Small
O01234,P003,8,7/2/2024,10000,Large
O01234,P005,1,9/5/2024,10000,Large
O01234,P003,2,11/11/2024,6000,Small
O01235,P003,2,9/6/2024,8000,Regular
O01235,P004,4,11/22/2024,10000,Large
O01235,P005,4,4/9/2024,8000,Regular
O01236,P008,5,7/22/2024,10000,Small
O01237,P007,10,5/31/2024,10000,Small
O01237,P004,8,6/3/2024,8000,Regular
O01237,P004,2,5/5/2024,8000,Regular
O01237,P005,3,9/24/2024,10000,Large
O01238,P002,9,2/4/2024,7000,Regular
O01238,P004,10,12/7/2024,8000,Regular
O01238,P006,3,10/31/2024,12000,Regular
O01239,P007,6,6/25/2024,10000,Small
O01239,P001,5,8/25/2024,3000,Small
O01239,P005,6,6/6/2024,6000,Small
O01240,P008,6,3/30/2024,14000,Large
O01240,P002,9,2/25/2024,5000,Small
O01240,P001,4,12/17/2024,7000,Large
O01240,P007,1,7/25/2024,12000,Regular
O01241,P001,3,4/9/2024,5000,Regular
O01241,P002,7,5/28/2024,5000,Small
O01241,P003,5,5/6/2024,8000,Regular
O01242,P007,8,3/22/2024,14000,Large
O01242,P006,4,9/16/2024,12000,Regular
O01242,P003,6,9/26/2024,8000,Regular
O01242,P006,6,8/11/2024,10000,Small
O01242,P007,9,10/9/2024,10000,Small
O01244,P002,2,8/9/2024,5000,Small
O01244,P002,3,9/12/2024,5000,Small
O01244,P001,9,7/29/2024,7000,Large
O01244,P002,2,4/15/2024,5000,Small
O01244,P006,10,1/13/2024,10000,Small
O01244,P001,4,1/27/2024,7000,Large
O01244,P007,4,10/17/2024,12000,Regular
O01244,P007,10,11/26/2024,12000,Regular
O01245,P002,6,2/4/2024,9000,Large
O01245,P002,6,3/6/2024,9000,Large
O01245,P007,10,12/14/2024,12000,Regular
O01246,P001,4,12/1/2024,5000,Regular
O01246,P003,4,1/24/2024,8000,Regular
O01246,P003,1,11/24/2024,8000,Regular
O01246,P007,1,3/7/2024,10000,Small
O01247,P002,3,10/30/2024,9000,Large
O01247,P007,7,7/11/2024,12000,Regular
O01247,P006,3,5/12/2024,12000,Regular
O01247,P001,2,12/18/2024,5000,Regular
O01247,P007,4,6/2/2024,14000,Large
O01247,P008,5,6/23/2024,14000,Large
O01247,P007,5,5/24/2024,12000,Regular
O01247,P001,6,7/28/2024,7000,Large
O01248,P002,4,1/2/2024,9000,Large
O01248,P002,10,3/28/2024,7000,Regular
O01248,P002,6,7/3/2024,5000,Small
O01249,P005,9,9/4/2024,10000,Large
O01249,P006,9,6/18/2024,12000,Regular
O01249,P002,4,5/15/2024,5000,Small
O01249,P005,9,4/24/2024,6000,Small
O01250,P008,9,5/19/2024,12000,Regular
O01250,P005,9,10/22/2024,8000,Regular
O01250,P004,4,2/5/2024,10000,Large
O01250,P004,8,2/20/2024,6000,Small
O01250,P001,9,4/25/2024,5000,Regular
O01250,P004,3,4/19/2024,10000,Large
O01251,P001,8,1/18/2024,5000,Regular
O01251,P006,2,1/3/2024,10000,Small
O01251,P003,10,8/14/2024,10000,Large
O01251,P004,4,2/7/2024,8000,Regular
O01251,P005,9,5/30/2024,6000,Small
O01252,P001,3,7/24/2024,5000,Regular
O01252,P004,4,2/22/2024,10000,Large
O01252,P005,3,6/5/2024,8000,Regular
O01252,P008,7,8/25/2024,12000,Regular
O01253,P003,7,6/11/2024,10000,Large
O01253,P005,9,11/6/2024,6000,Small
O01253,P008,8,6/18/2024,10000,Small
O01253,P001,1,9/3/2024,7000,Large
O01253,P004,2,5/16/2024,6000,Small
O01253,P005,8,7/14/2024,8000,Regular
O01253,P003,7,6/29/2024,6000,Small
O01254,P004,5,5/20/2024,8000,Regular
O01254,P008,8,6/23/2024,14000,Large
O01255,P008,3,8/10/2024,14000,Large
O01255,P004,9,10/3/2024,8000,Regular
O01255,P002,10,4/10/2024,7000,Regular
O01255,P004,7,1/5/2024,6000,Small
O01255,P003,9,9/25/2024,10000,Large
O01256,P005,5,10/30/2024,8000,Regular
O01257,P005,4,5/31/2024,6000,Small
O01257,P007,4,9/11/2024,14000,Large
O01257,P002,2,4/4/2024,7000,Regular
O01257,P007,1,2/15/2024,10000,Small
O01257,P001,2,7/6/2024,7000,Large
O01257,P003,1,6/6/2024,10000,Large
O01257,P005,3,7/28/2024,10000,Large
O01257,P006,2,12/14/2024,10000,Small
O01258,P006,8,5/18/2024,14000,Large
O01258,P002,4,4/18/2024,7000,Regular
O01258,P007,7,1/24/2024,12000,Regular
O01259,P008,6,8/3/2024,10000,Small
O01259,P003,2,1/9/2024,6000,Small
O01259,P008,8,2/16/2024,10000,Small
O01259,P007,1,4/19/2024,10000,Small
O01260,P005,7,11/12/2024,6000,Small
O01260,P001,6,2/18/2024,7000,Large
O01261,P008,8,7/7/2024,14000,Large
O01261,P007,4,5/22/2024,12000,Regular
O01261,P002,2,2/18/2024,7000,Regular
O01261,P008,1,11/5/2024,14000,Large
O01263,P003,7,8/4/2024,10000,Large
O01263,P002,8,11/10/2024,9000,Large
O01263,P005,1,3/1/2024,6000,Small
O01263,P003,8,5/31/2024,8000,Regular
O01263,P008,8,3/4/2024,14000,Large
O01264,P008,3,8/30/2024,12000,Regular
O01264,P003,10,3/12/2024,8000,Regular
O01265,P007,9,11/4/2024,14000,Large
O01265,P006,2,11/10/2024,10000,Small
O01265,P005,6,6/29/2024,8000,Regular
O01266,P002,3,7/6/2024,9000,Large
O01266,P001,3,2/15/2024,3000,Small
O01266,P008,8,11/5/2024,10000,Small
O01267,P001,4,4/12/2024,3000,Small
O01267,P007,2,8/6/2024,10000,Small
O01267,P008,9,12/16/2024,14000,Large
O01268,P003,9,11/6/2024,8000,Regular
O01268,P007,4,2/9/2024,14000,Large
O01270,P004,8,7/28/2024,8000,Regular
O01271,P007,6,8/26/2024,10000,Small
O01271,P007,3,2/27/2024,10000,Small
O01271,P008,7,10/9/2024,14000,Large
O01272,P006,7,4/9/2024,14000,Large
O01272,P006,10,9/9/2024,14000,Large
O01272,P001,8,4/6/2024,3000,Small
O01272,P004,2,12/27/2024,10000,Large
O01274,P003,3,1/15/2024,8000,Regular
O01274,P002,5,4/9/2024,9000,Large
O01275,P006,8,2/28/2024,10000,Small
O01275,P002,9,10/23/2024,9000,Large
O01275,P002,1,5/25/2024,7000,Regular
O01275,P007,2,8/25/2024,12000,Regular
O01275,P007,7,5/24/2024,10000,Small
O01276,P005,10,4/17/2024,8000,Regular
O01276,P007,10,4/23/2024,10000,Small
O01276,P003,6,2/7/2024,6000,Small
O01276,P004,8,4/20/2024,10000,Large
O01276,P008,10,3/9/2024,10000,Small
O01277,P003,7,7/10/2024,6000,Small
O01277,P006,5,3/14/2024,10000,Small
O01277,P002,6,11/27/2024,5000,Small
O01277,P005,8,1/20/2024,6000,Small
O01277,P008,8,9/20/2024,14000,Large
O01278,P006,9,11/23/2024,10000,Small
O01278,P005,3,3/11/2024,8000,Regular
O01278,P005,10,10/8/2024,8000,Regular
O01278,P003,2,6/22/2024,8000,Regular
O01278,P001,5,3/11/2024,3000,Small
O01279,P004,1,11/20/2024,10000,Large
O01279,P002,4,5/2/2024,7000,Regular
O01280,P005,10,9/6/2024,10000,Large
O01280,P003,9,3/28/2024,6000,Small
O01280,P003,7,7/9/2024,10000,Large
O01280,P004,3,1/14/2024,10000,Large
O01281,P006,6,10/29/2024,14000,Large
O01281,P002,9,12/13/2024,7000,Regular
O01281,P008,8,3/8/2024,12000,Regular
O01282,P007,3,12/24/2024,12000,Regular
O01282,P008,8,2/27/2024,14000,Large
O01283,P005,1,9/21/2024,10000,Large
O01283,P007,3,5/17/2024,10000,Small
O01283,P006,4,8/2/2024,12000,Regular
O01284,P006,10,11/3/2024,10000,Small
O01284,P001,7,2/23/2024,7000,Large
O01284,P005,2,2/9/2024,6000,Small
O01284,P004,5,9/8/2024,6000,Small
O01284,P001,7,11/2/2024,7000,Large
O01284,P008,5,2/4/2024,14000,Large
O01285,P001,8,2/22/2024,5000,Regular
O01285,P007,8,7/15/2024,14000,Large
O01285,P007,6,12/29/2024,10000,Small
O01285,P007,10,12/21/2024,14000,Large
O01286,P004,7,8/30/2024,8000,Regular
O01286,P002,7,11/11/2024,5000,Small
O01287,P001,3,7/30/2024,7000,Large
O01287,P006,8,4/11/2024,10000,Small
O01288,P004,1,12/26/2024,10000,Large
O01288,P003,9,8/4/2024,6000,Small
O01288,P005,4,2/5/2024,8000,Regular
O01288,P007,4,4/29/2024,12000,Regular
O01288,P004,6,3/11/2024,8000,Regular
O01289,P004,7,11/16/2024,8000,Regular
O01289,P005,2,11/29/2024,8000,Regular
O01289,P003,10,4/23/2024,8000,Regular
O01290,P005,8,5/13/2024,6000,Small
O01290,P007,1,10/22/2024,10000,Small
O01291,P003,1,7/8/2024,8000,Regular
O01291,P007,10,9/12/2024,12000,Regular
O01292,P005,3,11/22/2024,10000,Large
O01292,P006,1,5/24/2024,10000,Small
O01292,P008,3,1/10/2024,12000,Regular
O01292,P006,2,6/11/2024,14000,Large
O01292,P007,2,6/2/2024,10000,Small
O01292,P001,5,5/20/2024,7000,Large
O01293,P007,2,3/13/2024,14000,Large
O01293,P007,9,2/19/2024,12000,Regular
O01294,P008,2,1/27/2024,10000,Small
O01294,P003,1,6/15/2024,6000,Small
O01295,P001,4,4/29/2024,3000,Small
O01295,P001,9,6/2/2024,7000,Large
O01295,P002,1,12/20/2024,9000,Large
O01295,P003,6,8/3/2024,8000,Regular
O01295,P005,4,9/9/2024,10000,Large
O01296,P007,3,10/6/2024,14000,Large
O01297,P001,7,3/31/2024,3000,Small
O01297,P001,6,4/15/2024,3000,Small
O01297,P008,6,8/22/2024,14000,Large
O01297,P001,9,2/29/2024,3000,Small
O01297,P006,9,4/12/2024,14000,Large
O01298,P002,1,4/27/2024,9000,Large
O01298,P007,7,6/28/2024,12000,Regular
O01298,P003,10,7/3/2024,8000,Regular
O01299,P007,9,12/30/2024,12000,Regular
O01300,P003,2,6/9/2024,8000,Regular
O01300,P007,6,5/6/2024,12000,Regular
O01300,P008,4,12/20/2024,12000,Regular
O01300,P007,10,11/23/2024,12000,Regular
O01301,P007,3,1/24/2024,10000,Small
O01301,P001,9,6/3/2024,7000,Large
O01301,P006,8,9/26/2024,14000,Large
O01301,P005,9,8/17/2024,8000,Regular
O01301,P007,3,2/29/2024,14000,Large
O01302,P004,3,1/8/2024,6000,Small
O01302,P002,6,3/22/2024,9000,Large
O01302,P008,1,5/26/2024,10000,Small
O01303,P008,6,11/28/2024,14000,Large
O01303,P007,2,7/7/2024,14000,Large
O01303,P007,6,3/9/2024,10000,Small
O01304,P006,5,3/20/2024,12000,Regular
O01304,P008,2,8/28/2024,10000,Small
O01304,P001,6,9/17/2024,5000,Regular
O01304,P008,10,7/29/2024,10000,Small
O01305,P003,9,1/12/2024,6000,Small
O01305,P002,10,8/6/2024,5000,Small
O01305,P005,2,5/8/2024,6000,Small
O01306,P005,3,6/10/2024,6000,Small
O01306,P001,10,10/27/2024,7000,Large
O01306,P004,10,7/4/2024,8000,Regular
O01307,P008,8,10/18/2024,10000,Small
O01307,P007,2,2/2/2024,14000,Large
O01307,P005,6,8/26/2024,6000,Small
O01307,P002,3,10/30/2024,5000,Small
O01307,P008,2,12/8/2024,10000,Small
O01307,P004,9,5/27/2024,10000,Large
O01308,P001,3,1/19/2024,3000,Small
O01308,P008,9,6/27/2024,10000,Small
O01308,P005,4,2/2/2024,6000,Small
O01309,P006,5,5/7/2024,14000,Large
O01309,P008,8,2/10/2024,14000,Large
O01309,P004,3,10/20/2024,10000,Large
O01309,P002,2,12/30/2024,5000,Small
O01310,P003,1,9/30/2024,6000,Small
O01311,P001,8,10/13/2024,5000,Regular
O01311,P006,9,5/16/2024,10000,Small
O01312,P006,7,10/20/2024,14000,Large
O01312,P004,10,2/21/2024,8000,Regular
O01312,P001,5,7/17/2024,7000,Large
O01312,P006,5,4/17/2024,10000,Small
O01312,P007,2,3/7/2024,10000,Small
O01312,P003,4,10/30/2024,10000,Large
O01313,P002,8,12/14/2024,7000,Regular
O01313,P008,3,5/21/2024,10000,Small
O01313,P006,2,1/24/2024,14000,Large
O01313,P003,1,8/23/2024,6000,Small
O01313,P008,8,9/29/2024,12000,Regular
O01313,P008,6,3/10/2024,10000,Small
O01313,P008,6,6/1/2024,10000,Small
O01314,P006,7,6/21/2024,12000,Regular
O01314,P006,2,9/1/2024,14000,Large
O01314,P002,6,9/22/2024,9000,Large
O01314,P004,10,12/10/2024,8000,Regular
O01315,P008,2,9/18/2024,10000,Small
O01315,P006,6,10/15/2024,14000,Large
O01316,P007,7,5/22/2024,10000,Small
O01316,P008,8,11/23/2024,10000,Small
O01316,P002,6,9/1/2024,9000,Large
O01317,P001,10,8/19/2024,7000,Large
O01317,P007,4,7/21/2024,12000,Regular
O01317,P001,1,5/30/2024,7000,Large
O01317,P004,10,4/1/2024,6000,Small
O01318,P007,2,3/5/2024,12000,Regular
O01318,P001,6,8/30/2024,7000,Large
O01318,P007,7,9/30/2024,14000,Large
O01318,P007,8,1/7/2024,10000,Small
O01319,P006,1,12/16/2024,14000,Large
O01319,P002,2,4/17/2024,7000,Regular
